entry,target,stop,outcome,days,ret_pct,mae,symbol,sector,pattern,config,date,pole_gain
17100.0,19665.0,16245.0,LOSS,10,-5.0,6.73,SSB,Banking,Flag Pullback,baseline,2026-02-23,3.75
19500.0,22425.0,18525.0,LOSS,36,-5.0,6.92,SSB,Banking,Pennant Pullback,baseline,2025-02-14,5.45
19450.0,22367.5,18477.5,LOSS,22,-5.0,6.68,SSB,Banking,Pennant Pullback,baseline,2025-03-06,9.38
19650.0,22597.5,18667.5,LOSS,19,-5.0,5.6,SSB,Banking,Pennant Pullback,baseline,2025-03-07,7.47
19800.0,22770.0,18810.0,LOSS,18,-5.0,6.31,SSB,Banking,Pennant Pullback,baseline,2025-03-10,6.86
19450.0,22367.5,18477.5,LOSS,22,-5.0,6.68,SSB,Banking,Pennant Pullback,trend_filter,2025-03-06,9.38
19650.0,22597.5,18667.5,LOSS,19,-5.0,5.6,SSB,Banking,Pennant Pullback,trend_filter,2025-03-07,7.47
19800.0,22770.0,18810.0,LOSS,18,-5.0,6.31,SSB,Banking,Pennant Pullback,trend_filter,2025-03-10,6.86
18618.73,21411.54,17687.79,WIN,19,15.0,0.47,SSB,Banking,Triangle Pullback,baseline,2024-07-22,3.46
18882.82,21715.25,17938.68,LOSS,32,-5.0,6.0,SSB,Banking,Triangle Pullback,baseline,2024-07-23,4.85
16000.0,18400.0,15200.0,LOSS,1,-5.0,5.94,SSB,Banking,Triangle Pullback,baseline,2024-09-11,5.29
18850.0,21677.5,17907.5,LOSS,18,-5.0,6.1,SSB,Banking,Triangle Pullback,baseline,2025-05-20,4.29
18850.0,21677.5,17907.5,LOSS,18,-5.0,6.1,SSB,Banking,Triangle Pullback,vol_filter,2025-05-20,4.29
67000.0,77050.0,63650.0,LOSS,6,-5.0,6.57,STB,Banking,Flag Pullback,baseline,2026-02-26,5.83
67000.0,77050.0,63650.0,LOSS,6,-5.0,6.57,STB,Banking,Flag Pullback,trend_filter,2026-02-26,5.83
67000.0,77050.0,63650.0,LOSS,6,-5.0,6.57,STB,Banking,Flag Pullback,vol_filter,2026-02-26,5.83
67000.0,77050.0,63650.0,LOSS,6,-5.0,6.57,STB,Banking,Flag Pullback,combined,2026-02-26,5.83
29750.0,34212.5,28262.5,LOSS,13,-5.0,5.71,STB,Banking,Pennant Pullback,baseline,2024-07-15,6.27
29900.0,34385.0,28405.0,LOSS,12,-5.0,6.19,STB,Banking,Pennant Pullback,baseline,2024-07-16,5.89
32400.0,37260.0,30780.0,WIN,16,15.0,0.46,STB,Banking,Pennant Pullback,baseline,2024-12-04,4.72
33950.0,39042.5,32252.5,OPEN,40,10.31,1.33,STB,Banking,Pennant Pullback,baseline,2024-12-05,5.64
33800.0,38870.0,32110.0,OPEN,40,13.76,0.89,STB,Banking,Pennant Pullback,baseline,2024-12-06,5.65
60000.0,69000.0,57000.0,LOSS,7,-5.0,8.5,STB,Banking,Pennant Pullback,baseline,2025-10-09,4.14
57200.0,65780.0,54340.0,LOSS,3,-5.0,8.57,STB,Banking,Pennant Pullback,baseline,2025-10-29,10.95
56900.0,65435.0,54055.0,LOSS,2,-5.0,8.08,STB,Banking,Pennant Pullback,baseline,2025-10-30,5.96
52300.0,60145.0,49685.0,LOSS,4,-5.0,7.55,STB,Banking,Pennant Pullback,baseline,2025-11-03,6.79
53900.0,61985.0,51205.0,LOSS,3,-5.0,10.3,STB,Banking,Pennant Pullback,baseline,2025-11-04,4.28
53500.0,61525.0,50825.0,LOSS,2,-5.0,9.63,STB,Banking,Pennant Pullback,baseline,2025-11-05,6.58
51900.0,59685.0,49305.0,LOSS,1,-5.0,6.84,STB,Banking,Pennant Pullback,baseline,2025-11-06,5.26
48350.0,55602.5,45932.5,WIN,32,15.0,4.96,STB,Banking,Pennant Pullback,baseline,2025-11-07,9.42
48500.0,55775.0,46075.0,LOSS,24,-5.0,5.15,STB,Banking,Pennant Pullback,baseline,2025-11-10,11.31
49650.0,57097.5,47167.5,LOSS,23,-5.0,7.35,STB,Banking,Pennant Pullback,baseline,2025-11-11,9.39
62200.0,71530.0,59090.0,LOSS,3,-5.0,6.59,STB,Banking,Pennant Pullback,baseline,2026-03-25,5.54
60600.0,69690.0,57570.0,OPEN,40,2.31,4.13,STB,Banking,Pennant Pullback,baseline,2026-03-26,6.69
59900.0,68885.0,56905.0,OPEN,40,3.51,3.01,STB,Banking,Pennant Pullback,baseline,2026-03-27,3.97
33950.0,39042.5,32252.5,OPEN,40,10.31,1.33,STB,Banking,Pennant Pullback,trend_filter,2024-12-05,5.64
33800.0,38870.0,32110.0,OPEN,40,13.76,0.89,STB,Banking,Pennant Pullback,trend_filter,2024-12-06,5.65
60000.0,69000.0,57000.0,LOSS,7,-5.0,8.5,STB,Banking,Pennant Pullback,trend_filter,2025-10-09,4.14
57200.0,65780.0,54340.0,LOSS,3,-5.0,8.57,STB,Banking,Pennant Pullback,trend_filter,2025-10-29,10.95
56900.0,65435.0,54055.0,LOSS,2,-5.0,8.08,STB,Banking,Pennant Pullback,trend_filter,2025-10-30,5.96
62200.0,71530.0,59090.0,LOSS,3,-5.0,6.59,STB,Banking,Pennant Pullback,trend_filter,2026-03-25,5.54
32400.0,37260.0,30780.0,WIN,16,15.0,0.46,STB,Banking,Pennant Pullback,vol_filter,2024-12-04,4.72
33950.0,39042.5,32252.5,OPEN,40,10.31,1.33,STB,Banking,Pennant Pullback,vol_filter,2024-12-05,5.64
33800.0,38870.0,32110.0,OPEN,40,13.76,0.89,STB,Banking,Pennant Pullback,vol_filter,2024-12-06,5.65
33950.0,39042.5,32252.5,OPEN,40,10.31,1.33,STB,Banking,Pennant Pullback,combined,2024-12-05,5.64
33800.0,38870.0,32110.0,OPEN,40,13.76,0.89,STB,Banking,Pennant Pullback,combined,2024-12-06,5.65
29750.0,34212.5,28262.5,LOSS,13,-5.0,5.71,STB,Banking,Triangle Pullback,baseline,2024-07-15,9.89
29900.0,34385.0,28405.0,LOSS,12,-5.0,6.19,STB,Banking,Triangle Pullback,baseline,2024-07-16,10.25
33800.0,38870.0,32110.0,OPEN,40,13.76,0.89,STB,Banking,Triangle Pullback,baseline,2024-12-06,3.07
34000.0,39100.0,32300.0,OPEN,40,13.24,1.47,STB,Banking,Triangle Pullback,baseline,2024-12-09,4.17
52300.0,60145.0,49685.0,LOSS,4,-5.0,7.55,STB,Banking,Triangle Pullback,baseline,2025-11-03,4.81
53900.0,61985.0,51205.0,LOSS,3,-5.0,10.3,STB,Banking,Triangle Pullback,baseline,2025-11-04,4.98
53500.0,61525.0,50825.0,LOSS,2,-5.0,9.63,STB,Banking,Triangle Pullback,baseline,2025-11-05,10.95
51900.0,59685.0,49305.0,LOSS,1,-5.0,6.84,STB,Banking,Triangle Pullback,baseline,2025-11-06,5.96
48500.0,55775.0,46075.0,LOSS,24,-5.0,5.15,STB,Banking,Triangle Pullback,baseline,2025-11-10,6.79
49650.0,57097.5,47167.5,LOSS,23,-5.0,7.35,STB,Banking,Triangle Pullback,baseline,2025-11-11,4.28
50600.0,58190.0,48070.0,LOSS,2,-5.0,6.32,STB,Banking,Triangle Pullback,baseline,2025-11-12,6.58
48700.0,56005.0,46265.0,LOSS,21,-5.0,5.54,STB,Banking,Triangle Pullback,baseline,2025-11-13,5.26
61500.0,70725.0,58425.0,LOSS,31,-5.0,5.53,STB,Banking,Triangle Pullback,baseline,2026-02-06,19.34
60300.0,69345.0,57285.0,WIN,10,15.0,2.16,STB,Banking,Triangle Pullback,baseline,2026-02-09,21.38
63400.0,72910.0,60230.0,LOSS,1,-5.0,5.36,STB,Banking,Triangle Pullback,baseline,2026-03-20,5.31
60000.0,69000.0,57000.0,OPEN,40,3.33,3.17,STB,Banking,Triangle Pullback,baseline,2026-03-23,3.43
33800.0,38870.0,32110.0,OPEN,40,13.76,0.89,STB,Banking,Triangle Pullback,trend_filter,2024-12-06,3.07
34000.0,39100.0,32300.0,OPEN,40,13.24,1.47,STB,Banking,Triangle Pullback,trend_filter,2024-12-09,4.17
61500.0,70725.0,58425.0,LOSS,31,-5.0,5.53,STB,Banking,Triangle Pullback,trend_filter,2026-02-06,19.34
60300.0,69345.0,57285.0,WIN,10,15.0,2.16,STB,Banking,Triangle Pullback,trend_filter,2026-02-09,21.38
63400.0,72910.0,60230.0,LOSS,1,-5.0,5.36,STB,Banking,Triangle Pullback,trend_filter,2026-03-20,5.31
33800.0,38870.0,32110.0,OPEN,40,13.76,0.89,STB,Banking,Triangle Pullback,vol_filter,2024-12-06,3.07
34000.0,39100.0,32300.0,OPEN,40,13.24,1.47,STB,Banking,Triangle Pullback,vol_filter,2024-12-09,4.17
22893.55,26327.58,21748.87,LOSS,14,-5.0,5.53,TCB,Banking,Flag Pullback,baseline,2024-10-25,6.14
23039.68,26495.63,21887.69,LOSS,12,-5.0,5.29,TCB,Banking,Flag Pullback,baseline,2024-10-28,6.84
23137.1,26607.66,21980.24,LOSS,11,-5.0,5.68,TCB,Banking,Flag Pullback,baseline,2024-10-29,10.79
23283.23,26775.71,22119.07,LOSS,8,-5.0,5.02,TCB,Banking,Flag Pullback,baseline,2024-10-31,12.67
23088.39,26551.64,21933.97,LOSS,9,-5.0,5.49,TCB,Banking,Flag Pullback,baseline,2024-11-01,9.19
22844.84,26271.57,21702.6,LOSS,9,-5.0,5.33,TCB,Banking,Flag Pullback,baseline,2024-11-04,8.33
23283.23,26775.71,22119.07,LOSS,5,-5.0,5.02,TCB,Banking,Flag Pullback,baseline,2024-11-06,8.78
25864.84,29744.57,24571.6,LOSS,6,-5.0,9.79,TCB,Banking,Flag Pullback,baseline,2025-04-14,3.02
37750.0,43412.5,35862.5,LOSS,20,-5.0,7.15,TCB,Banking,Flag Pullback,baseline,2025-09-29,3.13
37850.0,43527.5,35957.5,LOSS,19,-5.0,7.4,TCB,Banking,Flag Pullback,baseline,2025-09-30,4.62
38550.0,44332.5,36622.5,LOSS,14,-5.0,5.32,TCB,Banking,Flag Pullback,baseline,2025-10-01,4.9
38850.0,44677.5,36907.5,LOSS,13,-5.0,6.05,TCB,Banking,Flag Pullback,baseline,2025-10-02,5.04
38350.0,44102.5,36432.5,LOSS,13,-5.0,5.08,TCB,Banking,Flag Pullback,baseline,2025-10-03,5.33
35900.0,41285.0,34105.0,LOSS,5,-5.0,5.01,TCB,Banking,Flag Pullback,baseline,2026-01-30,3.56
35000.0,40250.0,33250.0,LOSS,17,-5.0,9.14,TCB,Banking,Flag Pullback,baseline,2026-02-02,4.64
34700.0,39905.0,32965.0,LOSS,16,-5.0,8.36,TCB,Banking,Flag Pullback,baseline,2026-02-03,12.5
34550.0,39732.5,32822.5,LOSS,15,-5.0,7.96,TCB,Banking,Flag Pullback,baseline,2026-02-04,13.75
34850.0,40077.5,33107.5,LOSS,14,-5.0,8.75,TCB,Banking,Flag Pullback,baseline,2026-02-05,9.09
25864.84,29744.57,24571.6,LOSS,6,-5.0,9.79,TCB,Banking,Flag Pullback,trend_filter,2025-04-14,3.02
37750.0,43412.5,35862.5,LOSS,20,-5.0,7.15,TCB,Banking,Flag Pullback,trend_filter,2025-09-29,3.13
37850.0,43527.5,35957.5,LOSS,19,-5.0,7.4,TCB,Banking,Flag Pullback,trend_filter,2025-09-30,4.62
38550.0,44332.5,36622.5,LOSS,14,-5.0,5.32,TCB,Banking,Flag Pullback,trend_filter,2025-10-01,4.9
38850.0,44677.5,36907.5,LOSS,13,-5.0,6.05,TCB,Banking,Flag Pullback,trend_filter,2025-10-02,5.04
38350.0,44102.5,36432.5,LOSS,13,-5.0,5.08,TCB,Banking,Flag Pullback,trend_filter,2025-10-03,5.33
23088.39,26551.64,21933.97,LOSS,9,-5.0,5.49,TCB,Banking,Flag Pullback,vol_filter,2024-11-01,9.19
22844.84,26271.57,21702.6,LOSS,9,-5.0,5.33,TCB,Banking,Flag Pullback,vol_filter,2024-11-04,8.33
23283.23,26775.71,22119.07,LOSS,5,-5.0,5.02,TCB,Banking,Flag Pullback,vol_filter,2024-11-06,8.78
37750.0,43412.5,35862.5,LOSS,20,-5.0,7.15,TCB,Banking,Flag Pullback,vol_filter,2025-09-29,3.13
37850.0,43527.5,35957.5,LOSS,19,-5.0,7.4,TCB,Banking,Flag Pullback,vol_filter,2025-09-30,4.62
38550.0,44332.5,36622.5,LOSS,14,-5.0,5.32,TCB,Banking,Flag Pullback,vol_filter,2025-10-01,4.9
38850.0,44677.5,36907.5,LOSS,13,-5.0,6.05,TCB,Banking,Flag Pullback,vol_filter,2025-10-02,5.04
38350.0,44102.5,36432.5,LOSS,13,-5.0,5.08,TCB,Banking,Flag Pullback,vol_filter,2025-10-03,5.33
38850.0,44677.5,36907.5,LOSS,13,-5.0,6.05,TCB,Banking,Flag Pullback,combined,2025-10-02,5.04
38350.0,44102.5,36432.5,LOSS,13,-5.0,5.08,TCB,Banking,Flag Pullback,combined,2025-10-03,5.33
24500.97,28176.11,23275.92,WIN,11,15.0,0.0,TCB,Banking,Pennant Pullback,baseline,2025-04-22,7.28
37993.55,43692.58,36093.87,LOSS,29,-5.0,5.12,TCB,Banking,Pennant Pullback,baseline,2025-09-15,9.56
38334.52,44084.69,36417.79,LOSS,4,-5.0,5.21,TCB,Banking,Pennant Pullback,baseline,2025-09-16,6.82
37701.29,43356.49,35816.23,LOSS,28,-5.0,7.03,TCB,Banking,Pennant Pullback,baseline,2025-09-17,6.6
37798.71,43468.52,35908.78,LOSS,27,-5.0,7.27,TCB,Banking,Pennant Pullback,baseline,2025-09-18,15.63
37409.03,43020.39,35538.58,LOSS,26,-5.0,6.31,TCB,Banking,Pennant Pullback,baseline,2025-09-19,17.39
36532.26,42012.1,34705.64,LOSS,26,-5.0,6.93,TCB,Banking,Pennant Pullback,baseline,2025-09-22,22.21
36532.26,42012.1,34705.64,LOSS,25,-5.0,6.93,TCB,Banking,Pennant Pullback,baseline,2025-09-23,14.37
37993.55,43692.58,36093.87,LOSS,29,-5.0,5.12,TCB,Banking,Pennant Pullback,trend_filter,2025-09-15,9.56
38334.52,44084.69,36417.79,LOSS,4,-5.0,5.21,TCB,Banking,Pennant Pullback,trend_filter,2025-09-16,6.82
37701.29,43356.49,35816.23,LOSS,28,-5.0,7.03,TCB,Banking,Pennant Pullback,trend_filter,2025-09-17,6.6
37798.71,43468.52,35908.78,LOSS,27,-5.0,7.27,TCB,Banking,Pennant Pullback,trend_filter,2025-09-18,15.63
37409.03,43020.39,35538.58,LOSS,26,-5.0,6.31,TCB,Banking,Pennant Pullback,trend_filter,2025-09-19,17.39
36532.26,42012.1,34705.64,LOSS,26,-5.0,6.93,TCB,Banking,Pennant Pullback,trend_filter,2025-09-22,22.21
36532.26,42012.1,34705.64,LOSS,25,-5.0,6.93,TCB,Banking,Pennant Pullback,trend_filter,2025-09-23,14.37
36532.26,42012.1,34705.64,LOSS,25,-5.0,6.93,TCB,Banking,Pennant Pullback,vol_filter,2025-09-23,14.37
36532.26,42012.1,34705.64,LOSS,25,-5.0,6.93,TCB,Banking,Pennant Pullback,combined,2025-09-23,14.37
22114.19,25431.32,21008.48,LOSS,17,-5.0,8.59,TCB,Banking,Triangle Pullback,baseline,2024-07-16,4.56
21529.68,24759.13,20453.19,OPEN,40,6.79,0.0,TCB,Banking,Triangle Pullback,baseline,2024-09-11,3.07
23916.45,27503.92,22720.63,LOSS,20,-5.0,6.11,TCB,Banking,Triangle Pullback,baseline,2024-10-10,7.29
23819.03,27391.89,22628.08,LOSS,19,-5.0,5.73,TCB,Banking,Triangle Pullback,baseline,2024-10-11,8.57
23721.61,27279.86,22535.53,LOSS,18,-5.0,5.34,TCB,Banking,Triangle Pullback,baseline,2024-10-14,6.84
23624.19,27167.82,22442.98,LOSS,18,-5.0,5.57,TCB,Banking,Triangle Pullback,baseline,2024-10-15,5.2
23575.48,27111.81,22396.71,LOSS,17,-5.0,5.37,TCB,Banking,Triangle Pullback,baseline,2024-10-16,3.03
22211.61,25543.36,21101.03,OPEN,40,2.63,2.63,TCB,Banking,Triangle Pullback,baseline,2024-11-14,7.25
21870.65,25151.24,20777.11,OPEN,40,6.01,1.11,TCB,Banking,Triangle Pullback,baseline,2024-11-15,7.17
21870.65,25151.24,20777.11,OPEN,40,5.12,1.11,TCB,Banking,Triangle Pullback,baseline,2024-11-18,5.82
25329.03,29128.39,24062.58,WIN,9,15.0,0.0,TCB,Banking,Triangle Pullback,baseline,2025-04-28,4.79
25621.29,29464.48,24340.23,WIN,8,15.0,0.57,TCB,Banking,Triangle Pullback,baseline,2025-04-29,7.28
37993.55,43692.58,36093.87,LOSS,29,-5.0,5.12,TCB,Banking,Triangle Pullback,baseline,2025-09-15,9.25
38334.52,44084.69,36417.79,LOSS,4,-5.0,5.21,TCB,Banking,Triangle Pullback,baseline,2025-09-16,4.41
37701.29,43356.49,35816.23,LOSS,28,-5.0,7.03,TCB,Banking,Triangle Pullback,baseline,2025-09-17,6.49
37798.71,43468.52,35908.78,LOSS,27,-5.0,7.27,TCB,Banking,Triangle Pullback,baseline,2025-09-18,6.65
37409.03,43020.39,35538.58,LOSS,26,-5.0,6.31,TCB,Banking,Triangle Pullback,baseline,2025-09-19,7.14
36532.26,42012.1,34705.64,LOSS,26,-5.0,6.93,TCB,Banking,Triangle Pullback,baseline,2025-09-22,9.56
36532.26,42012.1,34705.64,LOSS,25,-5.0,6.93,TCB,Banking,Triangle Pullback,baseline,2025-09-23,6.82
37993.55,43692.58,36093.87,LOSS,29,-5.0,5.12,TCB,Banking,Triangle Pullback,trend_filter,2025-09-15,9.25
38334.52,44084.69,36417.79,LOSS,4,-5.0,5.21,TCB,Banking,Triangle Pullback,trend_filter,2025-09-16,4.41
37701.29,43356.49,35816.23,LOSS,28,-5.0,7.03,TCB,Banking,Triangle Pullback,trend_filter,2025-09-17,6.49
37798.71,43468.52,35908.78,LOSS,27,-5.0,7.27,TCB,Banking,Triangle Pullback,trend_filter,2025-09-18,6.65
37409.03,43020.39,35538.58,LOSS,26,-5.0,6.31,TCB,Banking,Triangle Pullback,trend_filter,2025-09-19,7.14
36532.26,42012.1,34705.64,LOSS,26,-5.0,6.93,TCB,Banking,Triangle Pullback,trend_filter,2025-09-22,9.56
36532.26,42012.1,34705.64,LOSS,25,-5.0,6.93,TCB,Banking,Triangle Pullback,trend_filter,2025-09-23,6.82
22211.61,25543.36,21101.03,OPEN,40,2.63,2.63,TCB,Banking,Triangle Pullback,vol_filter,2024-11-14,7.25
21870.65,25151.24,20777.11,OPEN,40,6.01,1.11,TCB,Banking,Triangle Pullback,vol_filter,2024-11-15,7.17
21870.65,25151.24,20777.11,OPEN,40,5.12,1.11,TCB,Banking,Triangle Pullback,vol_filter,2024-11-18,5.82
12889.34,14822.74,12244.87,OPEN,40,1.51,2.2,TPB,Banking,Flag Pullback,baseline,2024-06-07,3.43
12960.55,14904.63,12312.52,OPEN,40,-1.32,4.45,TPB,Banking,Flag Pullback,baseline,2024-06-11,5.88
13138.58,15109.37,12481.65,LOSS,38,-5.0,5.74,TPB,Banking,Flag Pullback,baseline,2024-06-12,8.13
12605.33,14496.13,11975.06,WIN,28,15.0,0.0,TPB,Banking,Flag Pullback,baseline,2024-08-15,3.15
12900.19,14835.22,12255.18,WIN,28,15.0,0.86,TPB,Banking,Flag Pullback,baseline,2024-08-16,6.98
12900.19,14835.22,12255.18,WIN,27,15.0,0.0,TPB,Banking,Flag Pullback,baseline,2024-08-19,7.2
14639.87,16835.85,13907.88,LOSS,7,-5.0,5.14,TPB,Banking,Flag Pullback,baseline,2024-11-04,16.67
14639.87,16835.85,13907.88,LOSS,6,-5.0,5.14,TPB,Banking,Flag Pullback,baseline,2024-11-05,16.03
14993.71,17242.76,14244.02,LOSS,3,-5.0,5.6,TPB,Banking,Flag Pullback,baseline,2024-11-06,15.73
14861.02,17090.17,14117.97,LOSS,4,-5.0,6.55,TPB,Banking,Flag Pullback,baseline,2024-11-07,14.74
14728.33,16937.58,13991.91,LOSS,3,-5.0,5.71,TPB,Banking,Flag Pullback,baseline,2024-11-08,16.02
13799.52,15869.44,13109.54,OPEN,40,1.92,0.32,TPB,Banking,Flag Pullback,baseline,2024-11-15,5.33
12476.19,14347.62,11852.38,WIN,29,15.0,0.76,TPB,Banking,Flag Pullback,baseline,2025-06-02,16.24
12619.05,14511.91,11988.1,WIN,33,15.0,1.89,TPB,Banking,Flag Pullback,baseline,2025-06-03,10.4
12476.19,14347.62,11852.38,WIN,27,15.0,0.76,TPB,Banking,Flag Pullback,baseline,2025-06-04,5.3
12523.81,14402.38,11897.62,WIN,26,15.0,1.14,TPB,Banking,Flag Pullback,baseline,2025-06-05,7.66
12476.19,14347.62,11852.38,WIN,25,15.0,0.76,TPB,Banking,Flag Pullback,baseline,2025-06-06,9.77
18857.14,21685.71,17914.29,LOSS,3,-5.0,5.56,TPB,Banking,Flag Pullback,baseline,2025-09-15,26.92
17100.0,19665.0,16245.0,LOSS,17,-5.0,8.19,TPB,Banking,Flag Pullback,baseline,2026-02-05,5.06
16800.0,19320.0,15960.0,LOSS,16,-5.0,6.55,TPB,Banking,Flag Pullback,baseline,2026-02-06,6.67
16800.0,19320.0,15960.0,LOSS,15,-5.0,6.55,TPB,Banking,Flag Pullback,baseline,2026-02-09,8.98
16800.0,19320.0,15960.0,LOSS,14,-5.0,6.55,TPB,Banking,Flag Pullback,baseline,2026-02-10,6.23
18857.14,21685.71,17914.29,LOSS,3,-5.0,5.56,TPB,Banking,Flag Pullback,trend_filter,2025-09-15,26.92
14639.87,16835.85,13907.88,LOSS,7,-5.0,5.14,TPB,Banking,Flag Pullback,vol_filter,2024-11-04,16.67
14639.87,16835.85,13907.88,LOSS,6,-5.0,5.14,TPB,Banking,Flag Pullback,vol_filter,2024-11-05,16.03
14993.71,17242.76,14244.02,LOSS,3,-5.0,5.6,TPB,Banking,Flag Pullback,vol_filter,2024-11-06,15.73
14861.02,17090.17,14117.97,LOSS,4,-5.0,6.55,TPB,Banking,Flag Pullback,vol_filter,2024-11-07,14.74
14728.33,16937.58,13991.91,LOSS,3,-5.0,5.71,TPB,Banking,Flag Pullback,vol_filter,2024-11-08,16.02
13799.52,15869.44,13109.54,OPEN,40,1.92,0.32,TPB,Banking,Flag Pullback,vol_filter,2024-11-15,5.33
18285.71,21028.57,17371.43,LOSS,8,-5.0,5.21,TPB,Banking,Pennant Pullback,baseline,2025-09-10,29.47
18285.71,21028.57,17371.43,LOSS,8,-5.0,5.21,TPB,Banking,Pennant Pullback,trend_filter,2025-09-10,29.47
18200.0,20930.0,17290.0,LOSS,7,-5.0,6.04,TPB,Banking,Triangle Pullback,baseline,2026-01-12,3.83
18200.0,20930.0,17290.0,LOSS,7,-5.0,6.04,TPB,Banking,Triangle Pullback,trend_filter,2026-01-12,3.83
61291.74,70485.5,58227.16,OPEN,40,4.88,1.3,VCB,Banking,Flag Pullback,baseline,2025-01-07,4.73
61358.15,70561.87,58290.24,OPEN,40,7.92,1.41,VCB,Banking,Flag Pullback,baseline,2025-01-08,5.0
62543.48,71925.0,59416.3,LOSS,16,-5.0,6.31,VCB,Banking,Flag Pullback,baseline,2025-09-26,10.91
62146.38,71468.33,59039.06,LOSS,15,-5.0,5.71,VCB,Banking,Flag Pullback,baseline,2025-09-29,11.83
63100.0,72565.0,59945.0,LOSS,14,-5.0,9.19,VCB,Banking,Flag Pullback,baseline,2026-02-10,28.7
64700.0,74405.0,61465.0,LOSS,9,-5.0,5.1,VCB,Banking,Flag Pullback,baseline,2026-02-11,31.49
66400.0,76360.0,63080.0,LOSS,5,-5.0,5.27,VCB,Banking,Flag Pullback,baseline,2026-02-23,27.32
65000.0,74750.0,61750.0,LOSS,5,-5.0,5.54,VCB,Banking,Flag Pullback,baseline,2026-02-24,28.72
65100.0,74865.0,61845.0,LOSS,4,-5.0,5.68,VCB,Banking,Flag Pullback,baseline,2026-02-25,27.5
65400.0,75210.0,62130.0,LOSS,3,-5.0,6.12,VCB,Banking,Flag Pullback,baseline,2026-02-26,23.91
64900.0,74635.0,61655.0,LOSS,2,-5.0,5.39,VCB,Banking,Flag Pullback,baseline,2026-02-27,19.3
62900.0,72335.0,59755.0,LOSS,5,-5.0,8.9,VCB,Banking,Flag Pullback,baseline,2026-03-02,21.89
61600.0,70840.0,58520.0,LOSS,4,-5.0,6.98,VCB,Banking,Flag Pullback,baseline,2026-03-03,23.21
64700.0,74405.0,61465.0,LOSS,9,-5.0,5.1,VCB,Banking,Flag Pullback,trend_filter,2026-02-11,31.49
66400.0,76360.0,63080.0,LOSS,5,-5.0,5.27,VCB,Banking,Flag Pullback,trend_filter,2026-02-23,27.32
65000.0,74750.0,61750.0,LOSS,5,-5.0,5.54,VCB,Banking,Flag Pullback,trend_filter,2026-02-24,28.72
65100.0,74865.0,61845.0,LOSS,4,-5.0,5.68,VCB,Banking,Flag Pullback,trend_filter,2026-02-25,27.5
65400.0,75210.0,62130.0,LOSS,3,-5.0,6.12,VCB,Banking,Flag Pullback,trend_filter,2026-02-26,23.91
64900.0,74635.0,61655.0,LOSS,2,-5.0,5.39,VCB,Banking,Flag Pullback,trend_filter,2026-02-27,19.3
62146.38,71468.33,59039.06,LOSS,15,-5.0,5.71,VCB,Banking,Flag Pullback,vol_filter,2025-09-29,11.83
64900.0,74635.0,61655.0,LOSS,2,-5.0,5.39,VCB,Banking,Flag Pullback,vol_filter,2026-02-27,19.3
62900.0,72335.0,59755.0,LOSS,5,-5.0,8.9,VCB,Banking,Flag Pullback,vol_filter,2026-03-02,21.89
61600.0,70840.0,58520.0,LOSS,4,-5.0,6.98,VCB,Banking,Flag Pullback,vol_filter,2026-03-03,23.21
64900.0,74635.0,61655.0,LOSS,2,-5.0,5.39,VCB,Banking,Flag Pullback,combined,2026-02-27,19.3
58076.09,66787.5,55172.28,OPEN,40,-2.39,4.96,VCB,Banking,Pennant Pullback,baseline,2025-04-22,6.56
57579.71,66216.67,54700.73,OPEN,40,-2.41,4.14,VCB,Banking,Pennant Pullback,baseline,2025-04-23,6.42
57778.26,66445.0,54889.35,OPEN,40,-2.75,4.47,VCB,Banking,Pennant Pullback,baseline,2025-04-24,5.78
57083.33,65645.83,54229.17,OPEN,40,-1.57,3.3,VCB,Banking,Pennant Pullback,baseline,2025-04-25,4.73
63436.96,72952.5,60265.11,LOSS,22,-5.0,7.62,VCB,Banking,Pennant Pullback,baseline,2025-09-18,5.25
62543.48,71925.0,59416.3,LOSS,21,-5.0,6.31,VCB,Banking,Pennant Pullback,baseline,2025-09-19,3.45
61550.73,70783.34,58473.19,OPEN,40,-2.19,4.96,VCB,Banking,Pennant Pullback,baseline,2025-09-22,6.64
61749.28,71011.67,58661.81,LOSS,19,-5.0,5.1,VCB,Banking,Pennant Pullback,baseline,2025-09-23,7.31
63436.96,72952.5,60265.11,LOSS,22,-5.0,7.62,VCB,Banking,Pennant Pullback,trend_filter,2025-09-18,5.25
58076.09,66787.5,55172.28,OPEN,40,-2.39,4.96,VCB,Banking,Triangle Pullback,baseline,2025-04-22,7.61
57579.71,66216.67,54700.73,OPEN,40,-2.41,4.14,VCB,Banking,Triangle Pullback,baseline,2025-04-23,7.85
57778.26,66445.0,54889.35,OPEN,40,-2.75,4.47,VCB,Banking,Triangle Pullback,baseline,2025-04-24,7.71
57083.33,65645.83,54229.17,OPEN,40,-1.57,3.3,VCB,Banking,Triangle Pullback,baseline,2025-04-25,6.24
57083.33,65645.83,54229.17,OPEN,40,-1.91,3.3,VCB,Banking,Triangle Pullback,baseline,2025-04-28,5.76
56884.78,65417.5,54040.54,OPEN,40,-1.05,2.97,VCB,Banking,Triangle Pullback,baseline,2025-04-29,6.56
56686.23,65189.17,53851.92,OPEN,40,-0.18,2.63,VCB,Banking,Triangle Pullback,baseline,2025-05-05,6.42
