symbol,sector,pattern,date,entry,pole_gain,ret_5,ret_10,ret_20,max_ret_20,win_20
ACB,Banking,Flag Pullback,2024-07-02,20137.84,5.85,0.0,1.03,1.24,3.51,True
ACB,Banking,Flag Pullback,2024-07-03,20054.79,3.79,0.0,2.69,-0.83,3.93,False
ACB,Banking,Flag Pullback,2024-07-04,20179.36,4.86,-1.23,3.29,-1.44,3.29,False
ACB,Banking,Flag Pullback,2024-07-07,20137.84,4.01,-1.24,2.06,-4.33,3.51,False
ACB,Banking,Flag Pullback,2024-07-08,20179.36,3.12,-0.82,-1.23,-3.29,3.29,False
ACB,Banking,Flag Pullback,2024-07-09,20137.84,5.77,1.03,-0.21,-3.51,3.51,False
ACB,Banking,Flag Pullback,2024-08-14,19515.02,3.55,3.83,4.89,2.77,5.53,True
ACB,Banking,Flag Pullback,2024-08-15,19930.23,5.46,1.87,3.33,2.08,3.33,True
ACB,Banking,Flag Pullback,2024-11-03,20553.05,5.38,0.4,-1.01,1.62,1.82,True
ACB,Banking,Flag Pullback,2024-11-04,20553.05,4.08,0.4,-1.82,1.01,1.82,True
ACB,Banking,Flag Pullback,2024-11-05,20843.7,6.49,-0.8,-2.39,-0.2,0.4,False
ACB,Banking,Flag Pullback,2024-11-06,20843.7,5.65,-2.19,-1.0,2.39,2.39,True
ACB,Banking,Flag Pullback,2026-02-09,23000.0,4.18,4.35,2.17,3.26,6.74,True
ACB,Banking,Pennant Pullback,2025-03-23,21881.73,4.18,-1.33,-15.94,-8.54,-0.19,False
ACB,Banking,Triangle Pullback,2024-07-17,20594.57,4.97,-3.02,-3.43,-5.24,1.21,False
ACB,Banking,Triangle Pullback,2024-10-07,21175.87,5.08,1.37,-0.39,-2.94,2.94,False
ACB,Banking,Triangle Pullback,2024-10-08,21798.69,3.57,-1.9,-3.24,-4.38,-0.19,False
ACB,Banking,Triangle Pullback,2025-03-30,21591.08,4.18,-14.81,-7.31,-7.5,0.19,False
ACB,Banking,Triangle Pullback,2025-11-12,25100.0,5.48,-1.2,-2.99,-4.58,0.2,False
ACB,Banking,Triangle Pullback,2025-11-13,24950.0,6.31,-1.0,-2.81,-5.81,0.8,False
ACB,Banking,Triangle Pullback,2025-11-17,25100.0,3.75,-3.59,-4.58,-4.38,-0.8,False
BID,Banking,Flag Pullback,2025-03-25,39114.86,4.04,-2.15,-12.26,-10.37,-1.14,False
BID,Banking,Flag Pullback,2026-02-24,48500.0,36.6,-5.98,-14.02,-18.56,-0.1,False
BID,Banking,Flag Pullback,2026-02-25,48450.0,31.98,-8.36,-15.89,-19.71,-1.14,False
BID,Banking,Flag Pullback,2026-02-26,47900.0,30.59,-9.08,-15.14,-16.81,-4.8,False
BID,Banking,Flag Pullback,2026-03-01,45200.0,36.54,-10.29,-10.84,-12.72,0.88,False
BID,Banking,Flag Pullback,2026-03-02,43550.0,35.22,-4.02,-7.12,-9.53,4.71,False
BID,Banking,Flag Pullback,2026-03-09,41800.0,6.08,-3.23,-6.46,,-0.24,
BID,Banking,Pennant Pullback,2024-08-11,38252.14,3.44,2.35,7.26,3.21,8.12,True
BID,Banking,Pennant Pullback,2024-08-12,38129.54,6.67,5.36,6.32,3.64,8.47,True
BID,Banking,Pennant Pullback,2024-08-13,38456.48,7.87,7.55,5.42,2.44,7.55,True
BID,Banking,Pennant Pullback,2025-05-29,35603.91,3.13,-2.08,-1.25,0.28,0.28,True
BID,Banking,Pennant Pullback,2025-06-01,35307.21,7.4,-1.26,0.42,1.68,1.68,True
BID,Banking,Triangle Pullback,2024-08-18,39151.23,3.44,4.8,2.19,2.4,5.64,True
BID,Banking,Triangle Pullback,2024-08-19,40172.92,6.67,0.92,-0.92,0.2,2.95,True
BID,Banking,Triangle Pullback,2024-08-20,41358.08,7.87,-1.98,-2.57,-3.06,-0.2,False
BID,Banking,Triangle Pullback,2025-06-05,34862.16,3.13,0.85,2.13,3.69,3.83,True
BID,Banking,Triangle Pullback,2025-06-08,34862.16,7.4,1.7,1.7,5.53,5.53,True
BID,Banking,Triangle Pullback,2025-11-13,38350.0,3.52,-1.96,-3.26,-3.52,0.13,False
CTG,Banking,Flag Pullback,2024-08-13,21730.08,5.43,7.55,9.75,9.75,11.64,True
CTG,Banking,Flag Pullback,2024-08-14,21764.25,6.87,8.63,9.89,8.79,11.46,True
CTG,Banking,Flag Pullback,2024-08-15,22208.42,7.74,7.54,7.85,7.54,9.23,True
CTG,Banking,Flag Pullback,2024-08-18,22310.92,5.16,5.97,8.12,9.34,9.34,True
CTG,Banking,Flag Pullback,2024-10-23,23814.26,4.0,2.44,2.15,0.43,3.01,True
CTG,Banking,Flag Pullback,2024-11-03,24395.09,3.32,-2.1,-6.72,0.42,0.56,True
CTG,Banking,Flag Pullback,2025-01-22,26035.1,8.22,3.67,7.22,8.92,9.97,True
CTG,Banking,Flag Pullback,2025-01-23,25966.77,4.95,7.37,6.71,9.21,10.26,True
CTG,Banking,Flag Pullback,2025-02-02,26000.94,7.03,5.91,5.52,8.41,10.12,True
CTG,Banking,Flag Pullback,2025-02-03,26923.44,6.72,3.3,2.28,5.58,6.35,True
CTG,Banking,Flag Pullback,2026-02-09,37100.0,19.88,2.96,-3.23,-7.28,4.31,False
CTG,Banking,Flag Pullback,2026-02-10,37900.0,17.92,1.58,-3.96,-7.65,2.11,False
CTG,Banking,Flag Pullback,2026-02-11,38000.0,14.29,1.32,-4.74,-8.82,1.84,False
CTG,Banking,Flag Pullback,2026-02-12,38600.0,12.18,-0.91,-7.64,-12.95,0.26,False
CTG,Banking,Flag Pullback,2026-02-22,38700.0,14.29,-4.78,-14.21,-16.02,-0.52,False
CTG,Banking,Flag Pullback,2026-02-23,38200.0,12.64,-6.02,-8.25,-12.17,0.79,False
CTG,Banking,Flag Pullback,2026-02-24,38500.0,13.88,-5.45,-8.83,-11.56,0.0,False
CTG,Banking,Flag Pullback,2026-02-25,38500.0,11.92,-5.97,-10.91,-12.21,-0.65,False
CTG,Banking,Flag Pullback,2026-02-26,38250.0,9.09,-6.8,-11.11,-9.02,-3.66,False
CTG,Banking,Flag Pullback,2026-03-01,36850.0,7.61,-9.91,-7.33,-7.6,-1.22,False
CTG,Banking,Flag Pullback,2026-03-02,35900.0,5.66,-2.37,-4.18,-3.62,1.39,False
CTG,Banking,Pennant Pullback,2025-09-15,35875.14,7.46,-4.76,-3.24,4.84,6.67,True
CTG,Banking,Pennant Pullback,2025-09-16,35123.47,6.36,-1.75,0.19,7.87,8.95,True
CTG,Banking,Pennant Pullback,2025-09-17,34986.8,13.24,-1.76,0.59,6.31,9.37,True
CTG,Banking,Pennant Pullback,2025-09-18,34986.8,9.52,-0.98,-0.78,3.15,9.37,True
CTG,Banking,Pennant Pullback,2025-09-21,33688.46,12.85,3.45,6.29,0.36,13.59,True
CTG,Banking,Pennant Pullback,2025-09-22,34166.8,14.9,1.6,3.2,1.07,12.0,True
CTG,Banking,Triangle Pullback,2025-04-01,28665.95,5.08,-13.83,-11.2,-10.37,-6.91,False
CTG,Banking,Triangle Pullback,2025-04-02,26684.27,5.06,-1.66,-4.1,-4.1,-0.9,False
CTG,Banking,Triangle Pullback,2025-09-22,34166.8,7.46,1.6,3.2,1.07,12.0,True
CTG,Banking,Triangle Pullback,2025-09-23,34508.46,6.36,1.98,4.75,1.18,10.89,True
CTG,Banking,Triangle Pullback,2025-09-24,34371.8,13.24,2.39,9.34,-0.03,11.33,False
CTG,Banking,Triangle Pullback,2025-09-25,34645.13,9.52,0.2,8.88,-0.62,10.45,False
CTG,Banking,Triangle Pullback,2025-09-28,34850.14,12.85,2.75,9.8,-3.59,9.8,False
CTG,Banking,Triangle Pullback,2025-09-29,34713.46,14.9,1.57,8.35,-2.41,10.24,False
HDB,Banking,Flag Pullback,2025-01-20,17464.72,10.55,-0.22,-0.44,2.43,3.53,True
HDB,Banking,Flag Pullback,2025-01-21,16963.53,7.79,2.73,2.5,4.77,6.59,True
HDB,Banking,Flag Pullback,2025-06-19,17079.19,3.03,-1.58,1.81,10.16,10.38,True
HDB,Banking,Flag Pullback,2025-09-24,23903.15,15.77,-0.48,2.1,6.45,7.74,True
HDB,Banking,Flag Pullback,2025-09-25,23247.74,14.87,0.17,5.64,8.46,10.78,True
HDB,Banking,Flag Pullback,2025-09-28,23826.05,14.04,1.94,5.66,0.65,8.09,True
HDB,Banking,Flag Pullback,2025-09-29,23903.15,19.25,0.97,5.32,3.87,7.74,True
HDB,Banking,Pennant Pullback,2025-01-22,17271.96,10.73,2.46,1.34,3.57,4.69,True
HDB,Banking,Pennant Pullback,2025-01-23,17464.72,8.54,1.1,0.88,1.77,3.53,True
HDB,Banking,Pennant Pullback,2025-02-02,17271.96,11.51,0.89,1.12,2.68,4.69,True
HDB,Banking,Pennant Pullback,2025-02-03,17426.17,18.44,-0.22,0.44,1.55,3.76,True
HDB,Banking,Pennant Pullback,2025-02-09,17426.17,3.38,0.22,3.76,4.87,4.87,True
HDB,Banking,Triangle Pullback,2024-10-09,17638.21,3.85,-3.1,-2.0,-4.37,-0.36,False
HDB,Banking,Triangle Pullback,2024-10-10,17573.96,3.28,-1.28,-1.65,-4.02,-0.18,False
HDB,Banking,Triangle Pullback,2025-02-05,17696.04,10.73,-1.09,-0.44,0.44,2.18,True
HDB,Banking,Triangle Pullback,2025-02-06,17657.49,8.54,-0.22,0.66,2.18,2.4,True
HDB,Banking,Triangle Pullback,2025-02-09,17426.17,11.51,0.22,3.76,4.87,4.87,True
HDB,Banking,Triangle Pullback,2025-02-10,17387.62,18.44,0.67,2.88,5.54,5.54,True
HDB,Banking,Triangle Pullback,2025-02-11,17387.62,9.29,1.11,2.22,4.88,5.54,True
HDB,Banking,Triangle Pullback,2025-02-12,17503.28,6.36,0.66,2.2,1.98,4.85,True
HDB,Banking,Triangle Pullback,2025-02-16,17464.72,3.38,3.53,1.55,3.31,5.08,True
HDB,Banking,Triangle Pullback,2025-08-19,24558.56,11.24,1.88,1.41,-5.18,5.02,False
HDB,Banking,Triangle Pullback,2025-09-11,24288.69,16.49,-4.13,-4.29,1.11,1.11,True
HDB,Banking,Triangle Pullback,2025-09-14,24095.92,17.04,-7.2,-1.12,4.48,4.48,True
HDB,Banking,Triangle Pullback,2025-09-15,24134.47,14.96,-8.31,-0.96,4.31,4.31,True
HDB,Banking,Triangle Pullback,2025-09-16,23826.05,13.88,-0.65,0.0,7.12,7.12,True
HDB,Banking,Triangle Pullback,2025-12-02,24866.99,6.2,-0.31,-0.47,19.44,19.44,True
HDB,Banking,Triangle Pullback,2025-12-03,25406.74,5.53,-3.64,0.76,13.95,16.9,True
LPB,Banking,Flag Pullback,2024-09-18,24483.96,5.76,4.56,2.12,4.56,9.45,True
LPB,Banking,Flag Pullback,2024-09-19,24882.72,8.23,3.21,0.96,3.69,7.69,True
LPB,Banking,Flag Pullback,2024-09-22,25042.22,9.31,1.75,1.11,2.55,7.01,True
LPB,Banking,Flag Pullback,2024-09-23,25281.48,10.53,0.0,5.05,0.0,5.99,False
LPB,Banking,Flag Pullback,2025-03-03,33068.49,14.33,-2.39,-0.28,-5.92,1.27,False
LPB,Banking,Flag Pullback,2025-03-04,33347.95,16.18,-1.4,0.42,-7.54,0.42,False
LPB,Banking,Flag Pullback,2025-03-05,33115.07,19.28,-0.7,0.0,-13.36,1.13,False
LPB,Banking,Flag Pullback,2025-03-06,32975.34,20.86,-1.27,-1.69,-6.92,1.55,False
LPB,Banking,Flag Pullback,2025-03-09,32416.44,19.06,-0.29,-1.87,-10.34,3.3,False
LPB,Banking,Flag Pullback,2025-03-10,32276.71,19.94,2.16,-1.88,-9.09,3.75,False
LPB,Banking,Flag Pullback,2025-03-11,32882.19,20.48,1.84,-5.24,-4.53,1.84,False
LPB,Banking,Flag Pullback,2025-03-12,32882.19,19.87,0.71,-6.52,-3.12,1.84,False
LPB,Banking,Flag Pullback,2025-03-13,32556.17,17.55,-0.43,-4.29,-3.15,2.86,False
LPB,Banking,Flag Pullback,2025-09-10,44000.0,5.99,3.18,8.98,16.36,19.55,True
LPB,Banking,Flag Pullback,2025-09-11,44100.0,11.21,5.44,8.96,17.01,19.27,True
LPB,Banking,Flag Pullback,2025-09-14,44550.0,13.24,4.38,7.3,17.85,18.07,True
LPB,Banking,Flag Pullback,2025-09-15,44900.0,10.64,3.67,10.24,14.7,17.15,True
LPB,Banking,Flag Pullback,2025-09-16,45300.0,9.71,4.75,12.58,13.91,16.11,True
LPB,Banking,Flag Pullback,2025-09-17,45400.0,24.78,5.62,13.66,13.0,15.86,True
LPB,Banking,Flag Pullback,2025-09-18,46500.0,33.77,3.33,12.9,6.45,13.12,True
LPB,Banking,Flag Pullback,2025-09-21,46500.0,41.52,2.8,11.4,2.15,13.12,True
LPB,Banking,Flag Pullback,2025-10-19,47500.0,3.68,9.26,6.74,5.68,13.47,True
LPB,Banking,Flag Pullback,2025-10-20,49000.0,3.44,7.76,5.51,1.12,10.0,True
LPB,Banking,Flag Pullback,2025-10-21,49900.0,6.15,8.02,3.21,-0.8,8.02,False
LPB,Banking,Flag Pullback,2025-10-22,51300.0,5.04,1.36,0.39,-3.9,5.07,False
LPB,Banking,Flag Pullback,2025-10-23,52200.0,8.1,-2.87,-5.56,-6.99,3.26,False
LPB,Banking,Flag Pullback,2025-10-26,51900.0,11.68,-2.31,-6.94,-6.45,3.85,False
LPB,Banking,Flag Pullback,2025-10-27,52800.0,17.02,-2.08,-10.04,-7.2,2.08,False
LPB,Banking,Triangle Pullback,2025-06-03,31750.0,4.87,-0.94,0.63,1.89,2.05,True
LPB,Banking,Triangle Pullback,2025-06-05,31200.0,4.33,1.28,2.24,4.97,4.97,True
LPB,Banking,Triangle Pullback,2025-10-13,51500.0,8.46,-4.85,2.52,-7.77,4.66,False
LPB,Banking,Triangle Pullback,2025-10-14,51600.0,4.61,-3.29,4.46,-5.72,4.46,False
MBB,Banking,Flag Pullback,2024-08-12,15356.76,4.2,2.75,3.39,1.69,5.3,True
MBB,Banking,Flag Pullback,2024-08-13,15226.61,8.89,5.77,5.34,2.14,6.2,True
MBB,Banking,Flag Pullback,2026-03-22,25000.0,8.62,3.0,2.6,,6.0,
MBB,Banking,Flag Pullback,2026-03-23,25600.0,6.6,3.32,,,3.52,
MBB,Banking,Pennant Pullback,2025-03-25,17959.6,3.11,1.46,-8.12,-3.12,2.5,False
MBB,Banking,Pennant Pullback,2025-06-02,18483.42,6.8,-2.02,1.21,5.26,5.26,True
MBB,Banking,Pennant Pullback,2025-06-08,18146.68,3.93,3.51,6.8,8.87,8.87,True
MBB,Banking,Pennant Pullback,2025-09-10,26700.0,19.34,0.37,-0.56,2.43,3.0,True
MBB,Banking,Pennant Pullback,2025-09-11,26600.0,25.83,0.19,-1.32,3.2,3.38,True
MBB,Banking,Pennant Pullback,2025-09-14,26850.0,29.87,-2.61,-2.61,1.86,2.42,True
MBB,Banking,Pennant Pullback,2025-12-30,25300.0,3.59,7.91,6.92,7.51,11.46,True
MBB,Banking,Triangle Pullback,2025-06-05,18071.84,12.68,2.9,6.83,7.66,7.87,True
MBB,Banking,Triangle Pullback,2025-06-08,18146.68,14.04,3.51,6.8,8.87,8.87,True
MBB,Banking,Triangle Pullback,2025-06-09,18109.26,6.8,3.31,7.02,9.09,9.09,True
MBB,Banking,Triangle Pullback,2025-09-02,28450.0,8.9,-5.27,-5.1,-7.21,-0.7,False
MBB,Banking,Triangle Pullback,2025-09-10,26700.0,11.65,0.37,-0.56,2.43,3.0,True
MBB,Banking,Triangle Pullback,2025-09-11,26600.0,14.61,0.19,-1.32,3.2,3.38,True
MBB,Banking,Triangle Pullback,2025-09-14,26850.0,14.95,-2.61,-2.61,1.86,2.42,True
MBB,Banking,Triangle Pullback,2025-09-15,27500.0,12.32,-4.18,-4.73,-1.64,-0.18,False
MBB,Banking,Triangle Pullback,2025-09-16,27000.0,18.0,-0.74,-2.22,0.93,1.67,True
MBB,Banking,Triangle Pullback,2025-09-17,26800.0,19.34,-0.93,0.0,1.49,2.43,True
MBB,Banking,Triangle Pullback,2025-09-18,26650.0,25.83,-1.5,-0.38,1.69,3.0,True
MBB,Banking,Triangle Pullback,2025-09-21,26150.0,29.87,0.0,4.59,-3.44,4.97,False
MBB,Banking,Triangle Pullback,2025-09-22,26350.0,32.69,-0.57,1.9,-3.98,4.17,False
SHB,Banking,Flag Pullback,2024-06-10,8433.71,4.5,-0.43,-2.15,1.29,3.0,True
SHB,Banking,Flag Pullback,2024-06-11,8542.3,4.04,-1.69,-3.81,0.42,1.69,True
SHB,Banking,Flag Pullback,2024-10-27,7987.75,6.28,0.0,0.48,-1.44,1.91,False
SHB,Banking,Flag Pullback,2024-10-28,8025.97,7.28,0.48,-0.48,-1.43,1.43,False
SHB,Banking,Flag Pullback,2024-10-29,8025.97,5.83,1.43,-0.48,-1.9,1.43,False
SHB,Banking,Flag Pullback,2024-10-30,8102.41,5.8,0.0,-2.36,-3.3,0.47,False
SHB,Banking,Flag Pullback,2024-10-31,8064.19,5.34,0.0,-3.32,-2.37,0.95,False
SHB,Banking,Flag Pullback,2024-11-03,7987.75,5.85,0.48,-2.39,-1.44,1.91,False
SHB,Banking,Flag Pullback,2024-11-04,8064.19,3.37,-0.95,-4.27,-2.37,0.95,False
SHB,Banking,Flag Pullback,2024-11-05,8140.62,4.35,-1.88,-4.23,-4.23,-0.47,False
SHB,Banking,Flag Pullback,2024-11-06,8102.41,3.86,-2.36,-3.3,-0.94,-0.47,False
SHB,Banking,Flag Pullback,2024-11-07,8064.19,3.35,-3.32,-2.84,-1.9,-0.47,False
SHB,Banking,Flag Pullback,2024-11-10,8025.97,4.35,-2.86,-1.9,-1.43,0.0,False
SHB,Banking,Flag Pullback,2024-11-11,7987.75,3.35,-3.35,-0.96,-0.96,0.48,False
SHB,Banking,Flag Pullback,2025-09-25,17200.0,6.37,-2.91,4.65,-5.23,5.81,False
SHB,Banking,Flag Pullback,2025-09-28,16800.0,10.3,3.57,7.74,-3.87,8.33,False
SHB,Banking,Flag Pullback,2025-09-29,16900.0,13.91,2.07,6.51,-3.25,7.69,False
SHB,Banking,Flag Pullback,2025-09-30,16950.0,12.7,2.06,7.37,-0.88,7.37,False
SHB,Banking,Flag Pullback,2025-10-01,17000.0,12.7,5.29,6.76,-0.59,7.06,False
SHB,Banking,Flag Pullback,2025-10-02,16700.0,5.12,7.78,8.38,-1.5,8.98,False
SHB,Banking,Flag Pullback,2025-11-09,15300.0,4.02,8.5,8.17,8.5,13.4,True
SHB,Banking,Flag Pullback,2025-11-10,15800.0,5.88,4.43,3.8,4.43,9.81,True
SHB,Banking,Flag Pullback,2025-11-11,16300.0,4.9,0.92,2.45,0.92,6.44,True
SHB,Banking,Flag Pullback,2026-02-03,15800.0,3.77,-1.9,2.53,-6.65,2.53,False
SHB,Banking,Flag Pullback,2026-02-04,15650.0,4.4,-1.92,3.19,-4.47,3.51,False
SHB,Banking,Flag Pullback,2026-02-05,15350.0,5.1,0.65,3.91,-2.61,5.54,False
SHB,Banking,Flag Pullback,2026-02-08,15250.0,5.59,3.61,2.62,-0.33,6.23,False
SHB,Banking,Flag Pullback,2026-02-09,15250.0,3.41,1.97,1.64,-1.31,6.23,False
SHB,Banking,Pennant Pullback,2025-01-08,7834.87,3.92,-0.98,0.0,4.88,4.88,True
SHB,Banking,Pennant Pullback,2025-03-10,8476.11,6.44,16.12,24.12,9.61,27.13,True
SHB,Banking,Pennant Pullback,2025-03-11,8467.62,4.93,16.73,22.75,17.23,27.25,True
SHB,Banking,Pennant Pullback,2025-03-12,8484.59,5.91,17.5,27.0,21.5,27.0,True
SHB,Banking,Pennant Pullback,2025-03-13,9078.52,5.88,9.81,18.69,13.55,18.69,True
SHB,Banking,Pennant Pullback,2025-03-16,9545.17,7.84,10.22,10.67,5.78,12.89,True
SHB,Banking,Pennant Pullback,2025-03-17,9842.13,7.35,6.9,7.33,3.45,9.48,True
SHB,Banking,Pennant Pullback,2025-03-18,9884.55,8.37,5.15,7.73,3.43,9.01,True
SHB,Banking,Pennant Pullback,2025-03-19,9969.4,6.83,8.09,-0.43,9.36,9.36,True
SHB,Banking,Pennant Pullback,2025-03-20,9969.4,6.8,8.09,2.55,12.34,12.34,True
SHB,Banking,Pennant Pullback,2025-03-23,10520.9,6.7,0.4,-9.27,6.45,6.45,True
SHB,Banking,Pennant Pullback,2025-03-24,10520.9,5.69,0.4,-11.69,4.84,6.45,True
SHB,Banking,Pennant Pullback,2025-03-25,10393.63,7.28,2.45,-4.49,5.31,7.76,True
SHB,Banking,Pennant Pullback,2025-09-15,18200.0,38.54,-6.59,-7.14,-1.1,-0.55,False
SHB,Banking,Pennant Pullback,2025-09-16,18050.0,32.3,-3.88,-6.09,0.83,0.83,True
SHB,Banking,Pennant Pullback,2025-09-17,17850.0,38.9,-2.8,-4.76,1.68,1.96,True
SHB,Banking,Pennant Pullback,2025-09-18,17750.0,28.44,-3.1,-5.92,1.97,2.54,True
SHB,Banking,Pennant Pullback,2025-09-21,17400.0,21.54,-3.45,0.0,-3.16,4.6,False
SHB,Banking,Pennant Pullback,2025-09-22,17000.0,12.03,-0.59,1.47,0.0,7.06,False
SHB,Banking,Pennant Pullback,2025-12-25,16350.0,9.8,-0.92,2.14,-1.83,3.98,False
SHB,Banking,Pennant Pullback,2025-12-28,16200.0,11.11,1.85,3.09,-1.23,4.94,False
SHB,Banking,Pennant Pullback,2025-12-29,16350.0,7.59,1.53,0.92,-2.45,3.98,False
SHB,Banking,Pennant Pullback,2025-12-30,16350.0,6.44,0.92,0.0,-2.14,3.98,False
SHB,Banking,Pennant Pullback,2026-01-04,16100.0,5.81,5.59,2.48,-2.17,5.59,False
SHB,Banking,Triangle Pullback,2025-03-13,9078.52,3.94,9.81,18.69,13.55,18.69,True
SHB,Banking,Triangle Pullback,2025-03-16,9545.17,3.94,10.22,10.67,5.78,12.89,True
SHB,Banking,Triangle Pullback,2025-03-17,9842.13,6.44,6.9,7.33,3.45,9.48,True
SHB,Banking,Triangle Pullback,2025-03-18,9884.55,4.93,5.15,7.73,3.43,9.01,True
SHB,Banking,Triangle Pullback,2025-03-19,9969.4,5.91,8.09,-0.43,9.36,9.36,True
SHB,Banking,Triangle Pullback,2025-03-20,9969.4,5.88,8.09,2.55,12.34,12.34,True
SHB,Banking,Triangle Pullback,2025-03-23,10520.9,7.84,0.4,-9.27,6.45,6.45,True
SHB,Banking,Triangle Pullback,2025-03-24,10520.9,7.35,0.4,-11.69,4.84,6.45,True
SHB,Banking,Triangle Pullback,2025-03-25,10393.63,8.37,2.45,-4.49,5.31,7.76,True
SHB,Banking,Triangle Pullback,2025-03-26,10775.43,6.83,-7.87,-4.33,0.79,3.94,True
SHB,Banking,Triangle Pullback,2025-09-11,17550.0,31.58,1.14,-1.99,2.56,3.7,True
SHB,Banking,Triangle Pullback,2025-09-14,17800.0,31.82,-2.25,-5.62,1.69,2.25,True
SHB,Banking,Triangle Pullback,2025-09-15,18200.0,31.34,-6.59,-7.14,-1.1,-0.55,False
SHB,Banking,Triangle Pullback,2025-09-16,18050.0,30.82,-3.88,-6.09,0.83,0.83,True
SHB,Banking,Triangle Pullback,2025-09-17,17850.0,29.45,-2.8,-4.76,1.68,1.96,True
SHB,Banking,Triangle Pullback,2025-09-18,17750.0,32.08,-3.1,-5.92,1.97,2.54,True
SHB,Banking,Triangle Pullback,2025-09-21,17400.0,35.55,-3.45,0.0,-3.16,4.6,False
SHB,Banking,Triangle Pullback,2025-09-22,17000.0,38.54,-0.59,1.47,0.0,7.06,False
SHB,Banking,Triangle Pullback,2026-01-04,16100.0,5.68,5.59,2.48,-2.17,5.59,False
SSB,Banking,Flag Pullback,2024-09-16,15450.0,11.78,6.8,12.94,12.62,15.21,True
SSB,Banking,Flag Pullback,2026-02-22,17100.0,3.75,-1.75,-4.68,-1.75,-0.58,False
SSB,Banking,Pennant Pullback,2025-02-13,19500.0,5.45,0.26,-0.51,1.54,1.79,True
SSB,Banking,Pennant Pullback,2025-03-05,19450.0,9.38,1.8,2.06,-3.86,2.06,False
SSB,Banking,Pennant Pullback,2025-03-06,19650.0,7.47,0.76,1.02,-2.29,1.02,False
SSB,Banking,Pennant Pullback,2025-03-09,19800.0,6.86,0.0,-0.25,-4.04,0.25,False
SSB,Banking,Triangle Pullback,2024-07-21,18618.73,3.46,3.78,3.55,2.13,16.01,True
SSB,Banking,Triangle Pullback,2024-07-22,18882.82,4.85,2.1,2.56,0.7,14.39,True
SSB,Banking,Triangle Pullback,2024-09-10,16000.0,5.29,-2.5,4.06,9.38,11.25,True
SSB,Banking,Triangle Pullback,2025-05-19,18850.0,4.29,-2.12,-2.92,-4.77,-0.8,False
STB,Banking,Flag Pullback,2026-02-25,67000.0,5.83,-3.13,-1.94,-9.55,1.19,False
STB,Banking,Pennant Pullback,2024-07-14,29750.0,6.27,0.84,-2.18,-1.85,2.86,False
STB,Banking,Pennant Pullback,2024-07-15,29900.0,5.89,-3.01,-3.34,-2.51,2.34,False
STB,Banking,Pennant Pullback,2024-12-03,32400.0,4.72,3.86,5.56,14.2,16.82,True
STB,Banking,Pennant Pullback,2024-12-04,33950.0,5.64,-0.44,-0.15,6.33,11.49,True
STB,Banking,Pennant Pullback,2024-12-05,33800.0,5.65,0.59,0.15,7.25,11.98,True
STB,Banking,Pennant Pullback,2025-10-08,60000.0,4.14,-0.83,-7.33,-13.5,1.67,False
STB,Banking,Pennant Pullback,2025-10-28,57200.0,10.95,-6.47,-11.54,-12.67,-0.52,False
STB,Banking,Pennant Pullback,2025-10-29,56900.0,5.96,-8.79,-14.41,-13.36,-2.46,False
STB,Banking,Pennant Pullback,2025-11-02,52300.0,6.79,-7.27,-6.5,-6.31,3.06,False
STB,Banking,Pennant Pullback,2025-11-03,53900.0,4.28,-7.88,-8.16,-8.35,-0.74,False
STB,Banking,Pennant Pullback,2025-11-04,53500.0,6.58,-5.42,-7.48,-7.1,-2.99,False
STB,Banking,Pennant Pullback,2025-11-05,51900.0,5.26,-6.17,-4.62,-3.28,-1.16,False
STB,Banking,Pennant Pullback,2025-11-06,48350.0,9.42,-0.62,6.1,1.76,6.1,True
STB,Banking,Pennant Pullback,2025-11-09,48500.0,11.31,0.82,3.09,0.41,5.77,True
STB,Banking,Pennant Pullback,2025-11-10,49650.0,9.39,-0.3,0.7,-2.22,3.32,False
STB,Banking,Pennant Pullback,2026-03-24,62200.0,5.54,0.0,,,0.0,
STB,Banking,Pennant Pullback,2026-03-25,60600.0,6.69,0.83,,,2.64,
STB,Banking,Pennant Pullback,2026-03-26,59900.0,3.97,1.5,,,3.84,
STB,Banking,Triangle Pullback,2024-07-14,29750.0,9.89,0.84,-2.18,-1.85,2.86,False
STB,Banking,Triangle Pullback,2024-07-15,29900.0,10.25,-3.01,-3.34,-2.51,2.34,False
STB,Banking,Triangle Pullback,2024-12-05,33800.0,3.07,0.59,0.15,7.25,11.98,True
STB,Banking,Triangle Pullback,2024-12-08,34000.0,4.17,0.29,1.47,8.53,11.32,True
STB,Banking,Triangle Pullback,2025-11-02,52300.0,4.81,-7.27,-6.5,-6.31,3.06,False
STB,Banking,Triangle Pullback,2025-11-03,53900.0,4.98,-7.88,-8.16,-8.35,-0.74,False
STB,Banking,Triangle Pullback,2025-11-04,53500.0,10.95,-5.42,-7.48,-7.1,-2.99,False
STB,Banking,Triangle Pullback,2025-11-05,51900.0,5.96,-6.17,-4.62,-3.28,-1.16,False
STB,Banking,Triangle Pullback,2025-11-09,48500.0,6.79,0.82,3.09,0.41,5.77,True
STB,Banking,Triangle Pullback,2025-11-10,49650.0,4.28,-0.3,0.7,-2.22,3.32,False
STB,Banking,Triangle Pullback,2025-11-11,50600.0,6.58,-2.17,-1.28,-3.95,1.38,False
